"","country","date","confirmed","recovered","deaths","population","conf_7Days_moving_avg","rec_7Days_moving_avg","deaths_7Days_moving_avg","conf_x10,000pop_rate","rec_x10,000pop_rate","deaths_x10,000pop_rate"
"8033","Lithuania",2020-01-31,0,0,0,2794137,0,0,0,0,0,0
"8034","Lithuania",2020-02-01,0,0,0,2794137,0,0,0,0,0,0
"8035","Lithuania",2020-02-02,0,0,0,2794137,0,0,0,0,0,0
"8036","Lithuania",2020-02-03,0,0,0,2794137,0,0,0,0,0,0
"8037","Lithuania",2020-02-04,0,0,0,2794137,0,0,0,0,0,0
"8038","Lithuania",2020-02-05,0,0,0,2794137,0,0,0,0,0,0
"8039","Lithuania",2020-02-06,0,0,0,2794137,0,0,0,0,0,0
"8040","Lithuania",2020-02-07,0,0,0,2794137,0,0,0,0,0,0
"8041","Lithuania",2020-02-08,0,0,0,2794137,0,0,0,0,0,0
"8042","Lithuania",2020-02-09,0,0,0,2794137,0,0,0,0,0,0
"8043","Lithuania",2020-02-10,0,0,0,2794137,0,0,0,0,0,0
"8044","Lithuania",2020-02-11,0,0,0,2794137,0,0,0,0,0,0
"8045","Lithuania",2020-02-12,0,0,0,2794137,0,0,0,0,0,0
"8046","Lithuania",2020-02-13,0,0,0,2794137,0,0,0,0,0,0
"8047","Lithuania",2020-02-14,0,0,0,2794137,0,0,0,0,0,0
"8048","Lithuania",2020-02-15,0,0,0,2794137,0,0,0,0,0,0
"8049","Lithuania",2020-02-16,0,0,0,2794137,0,0,0,0,0,0
"8050","Lithuania",2020-02-17,0,0,0,2794137,0,0,0,0,0,0
"8051","Lithuania",2020-02-18,0,0,0,2794137,0,0,0,0,0,0
"8052","Lithuania",2020-02-19,0,0,0,2794137,0,0,0,0,0,0
"8053","Lithuania",2020-02-20,0,0,0,2794137,0,0,0,0,0,0
"8054","Lithuania",2020-02-21,0,0,0,2794137,0,0,0,0,0,0
"8055","Lithuania",2020-02-22,0,0,0,2794137,0,0,0,0,0,0
"8056","Lithuania",2020-02-23,0,0,0,2794137,0,0,0,0,0,0
"8057","Lithuania",2020-02-24,0,0,0,2794137,0,0,0,0,0,0
"8058","Lithuania",2020-02-25,0,0,0,2794137,0,0,0,1,0,0
"8059","Lithuania",2020-02-26,0,0,0,2794137,0,0,0,1,0,0
"8060","Lithuania",2020-02-27,0,0,0,2794137,0,0,0,1,0,0
"8061","Luxembourg",2020-01-22,0,0,0,620001,NA,NA,NA,NA,NA,NA
"8062","Luxembourg",2020-01-23,0,0,0,620001,NA,NA,NA,NA,NA,NA
"8063","Luxembourg",2020-01-24,0,0,0,620001,NA,NA,NA,NA,NA,NA
"8064","Luxembourg",2020-01-25,0,0,0,620001,0,0,0,0,0,0
"8065","Luxembourg",2020-01-26,0,0,0,620001,0,0,0,0,0,0
"8066","Luxembourg",2020-01-27,0,0,0,620001,0,0,0,0,0,0
"8067","Luxembourg",2020-01-28,0,0,0,620001,0,0,0,0,0,0
"8068","Luxembourg",2020-01-29,0,0,0,620001,0,0,0,0,0,0
"8069","Luxembourg",2020-01-30,0,0,0,620001,0,0,0,0,0,0
"8070","Luxembourg",2020-01-31,0,0,0,620001,0,0,0,0,0,0
"8071","Luxembourg",2020-02-01,0,0,0,620001,0,0,0,0,0,0
"8072","Luxembourg",2020-02-02,0,0,0,620001,0,0,0,0,0,0
"8073","Luxembourg",2020-02-03,0,0,0,620001,0,0,0,0,0,0
"8074","Luxembourg",2020-02-04,0,0,0,620001,0,0,0,0,0,0
"8075","Luxembourg",2020-02-05,0,0,0,620001,0,0,0,0,0,0
"8076","Luxembourg",2020-02-06,0,0,0,620001,0,0,0,0,0,0
"8077","Luxembourg",2020-02-07,0,0,0,620001,0,0,0,0,0,0
"8078","Luxembourg",2020-02-08,0,0,0,620001,0,0,0,0,0,0
"8079","Luxembourg",2020-02-09,0,0,0,620001,0,0,0,0,0,0
"8080","Luxembourg",2020-02-10,0,0,0,620001,0,0,0,0,0,0
"8081","Luxembourg",2020-02-11,0,0,0,620001,0,0,0,0,0,0
"8082","Luxembourg",2020-02-12,0,0,0,620001,0,0,0,0,0,0
"8083","Luxembourg",2020-02-13,0,0,0,620001,0,0,0,0,0,0
"8084","Luxembourg",2020-02-14,0,0,0,620001,0,0,0,0,0,0
"8085","Luxembourg",2020-02-15,0,0,0,620001,0,0,0,0,0,0
"8086","Luxembourg",2020-02-16,0,0,0,620001,0,0,0,0,0,0
"8087","Luxembourg",2020-02-17,0,0,0,620001,0,0,0,0,0,0
"8088","Luxembourg",2020-02-18,0,0,0,620001,0,0,0,0,0,0
"8089","Luxembourg",2020-02-19,0,0,0,620001,0,0,0,0,0,0
"8090","Luxembourg",2020-02-20,0,0,0,620001,0,0,0,0,0,0
"8091","Luxembourg",2020-02-21,0,0,0,620001,0,0,0,0,0,0
"8092","Luxembourg",2020-02-22,0,0,0,620001,0,0,0,0,0,0
"8093","Luxembourg",2020-02-23,0,0,0,620001,0,0,0,0,0,0
"8094","Luxembourg",2020-02-24,0,0,0,620001,0,0,0,0,0,0
"8095","Luxembourg",2020-02-25,0,0,0,620001,0,0,0,0,0,0
"8096","Luxembourg",2020-02-26,0,0,0,620001,0,0,0,1,0,0
"8097","Luxembourg",2020-02-27,0,0,0,620001,0,0,0,1,0,0
"8098","Luxembourg",2020-02-28,0,0,0,620001,0,0,0,1,0,0
"8099","Madagascar",2020-01-22,0,0,0,27533134,NA,NA,NA,NA,NA,NA
"8100","Madagascar",2020-01-23,0,0,0,27533134,NA,NA,NA,NA,NA,NA
"8101","Madagascar",2020-01-24,0,0,0,27533134,NA,NA,NA,NA,NA,NA
"8102","Madagascar",2020-01-25,0,0,0,27533134,0,0,0,0,0,0
"8103","Madagascar",2020-01-26,0,0,0,27533134,0,0,0,0,0,0
"8104","Madagascar",2020-01-27,0,0,0,27533134,0,0,0,0,0,0
"8105","Madagascar",2020-01-28,0,0,0,27533134,0,0,0,0,0,0
"8106","Madagascar",2020-01-29,0,0,0,27533134,0,0,0,0,0,0
"8107","Madagascar",2020-01-30,0,0,0,27533134,0,0,0,0,0,0
"8108","Madagascar",2020-01-31,0,0,0,27533134,0,0,0,0,0,0
"8109","Madagascar",2020-02-01,0,0,0,27533134,0,0,0,0,0,0
"8110","Madagascar",2020-02-02,0,0,0,27533134,0,0,0,0,0,0
"8111","Madagascar",2020-02-03,0,0,0,27533134,0,0,0,0,0,0
"8112","Madagascar",2020-02-04,0,0,0,27533134,0,0,0,0,0,0
"8113","Madagascar",2020-02-05,0,0,0,27533134,0,0,0,0,0,0
"8114","Madagascar",2020-02-06,0,0,0,27533134,0,0,0,0,0,0
"8115","Madagascar",2020-02-07,0,0,0,27533134,0,0,0,0,0,0
"8116","Madagascar",2020-02-08,0,0,0,27533134,0,0,0,0,0,0
"8117","Madagascar",2020-02-09,0,0,0,27533134,0,0,0,0,0,0
"8118","Madagascar",2020-02-10,0,0,0,27533134,0,0,0,0,0,0
"8119","Madagascar",2020-02-11,0,0,0,27533134,0,0,0,0,0,0
"8120","Madagascar",2020-02-12,0,0,0,27533134,0,0,0,0,0,0
"8121","Madagascar",2020-02-13,0,0,0,27533134,0,0,0,0,0,0
"8122","Madagascar",2020-02-14,0,0,0,27533134,0,0,0,0,0,0
"8123","Madagascar",2020-02-15,0,0,0,27533134,0,0,0,0,0,0
"8124","Madagascar",2020-02-16,0,0,0,27533134,0,0,0,0,0,0
"8125","Madagascar",2020-02-17,0,0,0,27533134,0,0,0,0,0,0
"8126","Madagascar",2020-02-18,0,0,0,27533134,0,0,0,0,0,0
"8127","Madagascar",2020-02-19,0,0,0,27533134,0,0,0,0,0,0
"8128","Madagascar",2020-02-20,0,0,0,27533134,0,0,0,0,0,0
"8129","Madagascar",2020-02-21,0,0,0,27533134,0,0,0,0,0,0
"8130","Madagascar",2020-02-22,0,0,0,27533134,0,0,0,0,0,0
"8131","Madagascar",2020-02-23,0,0,0,27533134,0,0,0,0,0,0
"8132","Madagascar",2020-02-24,0,0,0,27533134,0,0,0,0,0,0
"8133","Madagascar",2020-02-25,0,0,0,27533134,0,0,0,0,0,0
"8134","Madagascar",2020-02-26,0,0,0,27533134,0,0,0,0,0,0
"8135","Madagascar",2020-02-27,0,0,0,27533134,0,0,0,0,0,0
"8136","Madagascar",2020-02-28,0,0,0,27533134,0,0,0,0,0,0
"8137","Madagascar",2020-02-29,0,0,0,27533134,0,0,0,0,0,0
"8138","Madagascar",2020-03-01,0,0,0,27533134,0,0,0,0,0,0
"8139","Madagascar",2020-03-02,0,0,0,27533134,0,0,0,0,0,0
"8140","Madagascar",2020-03-03,0,0,0,27533134,0,0,0,0,0,0
"8141","Madagascar",2020-03-04,0,0,0,27533134,0,0,0,0,0,0
"8142","Madagascar",2020-03-05,0,0,0,27533134,0,0,0,0,0,0
"8143","Madagascar",2020-03-06,0,0,0,27533134,0,0,0,0,0,0
"8144","Madagascar",2020-03-07,0,0,0,27533134,0,0,0,0,0,0
"8145","Madagascar",2020-03-08,0,0,0,27533134,0,0,0,0,0,0
"8146","Madagascar",2020-03-09,0,0,0,27533134,0,0,0,0,0,0
"8147","Madagascar",2020-03-10,0,0,0,27533134,0,0,0,0,0,0
"8148","Madagascar",2020-03-11,0,0,0,27533134,0,0,0,0,0,0
"8149","Madagascar",2020-03-12,0,0,0,27533134,0,0,0,0,0,0
"8150","Madagascar",2020-03-13,0,0,0,27533134,0,0,0,0,0,0
"8151","Madagascar",2020-03-14,0,0,0,27533134,0,0,0,0,0,0
"8152","Madagascar",2020-03-15,0,0,0,27533134,0,0,0,0,0,0
"8153","Madagascar",2020-03-16,0,0,0,27533134,0,0,0,0,0,0
"8154","Madagascar",2020-03-17,0,0,0,27533134,0,0,0,1,0,0
"8155","Madagascar",2020-03-18,0,0,0,27533134,1,0,0,1,0,0
"8156","Madagascar",2020-03-19,0,0,0,27533134,1,0,0,1,0,0
"8157","Malaysia",2020-01-22,0,0,0,32804020,NA,NA,NA,NA,NA,NA
"8158","Malaysia",2020-01-23,0,0,0,32804020,NA,NA,NA,NA,NA,NA
"8159","Malaysia",2020-01-24,0,0,0,32804020,NA,NA,NA,NA,NA,NA
"8160","Maldives",2020-01-22,0,0,0,504508,NA,NA,NA,NA,NA,NA
"8161","Maldives",2020-01-23,0,0,0,504508,NA,NA,NA,NA,NA,NA
"8162","Maldives",2020-01-24,0,0,0,504508,NA,NA,NA,NA,NA,NA
"8163","Maldives",2020-01-25,0,0,0,504508,0,0,0,0,0,0
"8164","Maldives",2020-01-26,0,0,0,504508,0,0,0,0,0,0
"8165","Maldives",2020-01-27,0,0,0,504508,0,0,0,0,0,0
"8166","Maldives",2020-01-28,0,0,0,504508,0,0,0,0,0,0
"8167","Maldives",2020-01-29,0,0,0,504508,0,0,0,0,0,0
"8168","Maldives",2020-01-30,0,0,0,504508,0,0,0,0,0,0
"8169","Maldives",2020-01-31,0,0,0,504508,0,0,0,0,0,0
"8170","Maldives",2020-02-01,0,0,0,504508,0,0,0,0,0,0
"8171","Maldives",2020-02-02,0,0,0,504508,0,0,0,0,0,0
"8172","Maldives",2020-02-03,0,0,0,504508,0,0,0,0,0,0
"8173","Maldives",2020-02-04,0,0,0,504508,0,0,0,0,0,0
"8174","Maldives",2020-02-05,0,0,0,504508,0,0,0,0,0,0
"8175","Maldives",2020-02-06,0,0,0,504508,0,0,0,0,0,0
"8176","Maldives",2020-02-07,0,0,0,504508,0,0,0,0,0,0
"8177","Maldives",2020-02-08,0,0,0,504508,0,0,0,0,0,0
"8178","Maldives",2020-02-09,0,0,0,504508,0,0,0,0,0,0
"8179","Maldives",2020-02-10,0,0,0,504508,0,0,0,0,0,0
"8180","Maldives",2020-02-11,0,0,0,504508,0,0,0,0,0,0
"8181","Maldives",2020-02-12,0,0,0,504508,0,0,0,0,0,0
"8182","Maldives",2020-02-13,0,0,0,504508,0,0,0,0,0,0
"8183","Maldives",2020-02-14,0,0,0,504508,0,0,0,0,0,0
"8184","Maldives",2020-02-15,0,0,0,504508,0,0,0,0,0,0
"8185","Maldives",2020-02-16,0,0,0,504508,0,0,0,0,0,0
"8186","Maldives",2020-02-17,0,0,0,504508,0,0,0,0,0,0
"8187","Maldives",2020-02-18,0,0,0,504508,0,0,0,0,0,0
"8188","Maldives",2020-02-19,0,0,0,504508,0,0,0,0,0,0
"8189","Maldives",2020-02-20,0,0,0,504508,0,0,0,0,0,0
"8190","Maldives",2020-02-21,0,0,0,504508,0,0,0,0,0,0
"8191","Maldives",2020-02-22,0,0,0,504508,0,0,0,0,0,0
"8192","Maldives",2020-02-23,0,0,0,504508,0,0,0,0,0,0
"8193","Maldives",2020-02-24,0,0,0,504508,0,0,0,0,0,0
"8194","Maldives",2020-02-25,0,0,0,504508,0,0,0,0,0,0
"8195","Maldives",2020-02-26,0,0,0,504508,0,0,0,0,0,0
"8196","Maldives",2020-02-27,0,0,0,504508,0,0,0,0,0,0
"8197","Maldives",2020-02-28,0,0,0,504508,0,0,0,0,0,0
"8198","Maldives",2020-02-29,0,0,0,504508,0,0,0,0,0,0
"8199","Maldives",2020-03-01,0,0,0,504508,0,0,0,0,0,0
"8200","Maldives",2020-03-02,0,0,0,504508,0,0,0,0,0,0
"8201","Maldives",2020-03-03,0,0,0,504508,0,0,0,0,0,0
"8202","Maldives",2020-03-04,0,0,0,504508,0,0,0,0,0,0
"8203","Maldives",2020-03-05,0,0,0,504508,1,0,0,1,0,0
"8204","Maldives",2020-03-06,0,0,0,504508,1,0,0,1,0,0
"8205","Maldives",2020-03-07,0,0,0,504508,2,0,0,1,0,0
"8206","Malta",2020-01-22,0,0,0,504062,NA,NA,NA,NA,NA,NA
"8207","Malta",2020-01-23,0,0,0,504062,NA,NA,NA,NA,NA,NA
"8208","Malta",2020-01-24,0,0,0,504062,NA,NA,NA,NA,NA,NA
"8209","Malta",2020-01-25,0,0,0,504062,0,0,0,0,0,0
"8210","Malta",2020-01-26,0,0,0,504062,0,0,0,0,0,0
"8211","Malta",2020-01-27,0,0,0,504062,0,0,0,0,0,0
"8212","Malta",2020-01-28,0,0,0,504062,0,0,0,0,0,0
"8213","Malta",2020-01-29,0,0,0,504062,0,0,0,0,0,0
"8214","Malta",2020-01-30,0,0,0,504062,0,0,0,0,0,0
"8215","Malta",2020-01-31,0,0,0,504062,0,0,0,0,0,0
"8216","Malta",2020-02-01,0,0,0,504062,0,0,0,0,0,0
"8217","Malta",2020-02-02,0,0,0,504062,0,0,0,0,0,0
"8218","Malta",2020-02-03,0,0,0,504062,0,0,0,0,0,0
"8219","Malta",2020-02-04,0,0,0,504062,0,0,0,0,0,0
"8220","Malta",2020-02-05,0,0,0,504062,0,0,0,0,0,0
"8221","Malta",2020-02-06,0,0,0,504062,0,0,0,0,0,0
"8222","Malta",2020-02-07,0,0,0,504062,0,0,0,0,0,0
"8223","Malta",2020-02-08,0,0,0,504062,0,0,0,0,0,0
"8224","Malta",2020-02-09,0,0,0,504062,0,0,0,0,0,0
"8225","Malta",2020-02-10,0,0,0,504062,0,0,0,0,0,0
"8226","Malta",2020-02-11,0,0,0,504062,0,0,0,0,0,0
"8227","Malta",2020-02-12,0,0,0,504062,0,0,0,0,0,0
"8228","Malta",2020-02-13,0,0,0,504062,0,0,0,0,0,0
"8229","Malta",2020-02-14,0,0,0,504062,0,0,0,0,0,0
"8230","Malta",2020-02-15,0,0,0,504062,0,0,0,0,0,0
"8231","Malta",2020-02-16,0,0,0,504062,0,0,0,0,0,0
"8232","Malta",2020-02-17,0,0,0,504062,0,0,0,0,0,0
"8233","Malta",2020-02-18,0,0,0,504062,0,0,0,0,0,0
"8234","Malta",2020-02-19,0,0,0,504062,0,0,0,0,0,0
"8235","Malta",2020-02-20,0,0,0,504062,0,0,0,0,0,0
"8236","Malta",2020-02-21,0,0,0,504062,0,0,0,0,0,0
"8237","Malta",2020-02-22,0,0,0,504062,0,0,0,0,0,0
"8238","Malta",2020-02-23,0,0,0,504062,0,0,0,0,0,0
"8239","Malta",2020-02-24,0,0,0,504062,0,0,0,0,0,0
"8240","Malta",2020-02-25,0,0,0,504062,0,0,0,0,0,0
"8241","Malta",2020-02-26,0,0,0,504062,0,0,0,0,0,0
"8242","Malta",2020-02-27,0,0,0,504062,0,0,0,0,0,0
"8243","Malta",2020-02-28,0,0,0,504062,0,0,0,0,0,0
"8244","Malta",2020-02-29,0,0,0,504062,0,0,0,0,0,0
"8245","Malta",2020-03-01,0,0,0,504062,0,0,0,0,0,0
"8246","Malta",2020-03-02,0,0,0,504062,0,0,0,0,0,0
"8247","Malta",2020-03-03,0,0,0,504062,0,0,0,0,0,0
"8248","Malta",2020-03-04,0,0,0,504062,0,0,0,1,0,0
"8249","Malta",2020-03-05,0,0,0,504062,1,0,0,1,0,0
"8250","Malta",2020-03-06,0,0,0,504062,1,0,0,1,0,0
"8251","Martinique",2020-01-22,0,0,0,372245,NA,NA,NA,NA,NA,NA
"8252","Martinique",2020-01-23,0,0,0,372245,NA,NA,NA,NA,NA,NA
"8253","Martinique",2020-01-24,0,0,0,372245,NA,NA,NA,NA,NA,NA
"8254","Martinique",2020-01-25,0,0,0,372245,0,0,0,0,0,0
"8255","Martinique",2020-01-26,0,0,0,372245,0,0,0,0,0,0
"8256","Martinique",2020-01-27,0,0,0,372245,0,0,0,0,0,0
"8257","Martinique",2020-01-28,0,0,0,372245,0,0,0,0,0,0
"8258","Martinique",2020-01-29,0,0,0,372245,0,0,0,0,0,0
"8259","Martinique",2020-01-30,0,0,0,372245,0,0,0,0,0,0
"8260","Martinique",2020-01-31,0,0,0,372245,0,0,0,0,0,0
"8261","Martinique",2020-02-01,0,0,0,372245,0,0,0,0,0,0
"8262","Martinique",2020-02-02,0,0,0,372245,0,0,0,0,0,0
"8263","Martinique",2020-02-03,0,0,0,372245,0,0,0,0,0,0
"8264","Martinique",2020-02-04,0,0,0,372245,0,0,0,0,0,0
"8265","Martinique",2020-02-05,0,0,0,372245,0,0,0,0,0,0
"8266","Martinique",2020-02-06,0,0,0,372245,0,0,0,0,0,0
"8267","Martinique",2020-02-07,0,0,0,372245,0,0,0,0,0,0
"8268","Martinique",2020-02-08,0,0,0,372245,0,0,0,0,0,0
"8269","Martinique",2020-02-09,0,0,0,372245,0,0,0,0,0,0
"8270","Martinique",2020-02-10,0,0,0,372245,0,0,0,0,0,0
"8271","Martinique",2020-02-11,0,0,0,372245,0,0,0,0,0,0
"8272","Martinique",2020-02-12,0,0,0,372245,0,0,0,0,0,0
"8273","Martinique",2020-02-13,0,0,0,372245,0,0,0,0,0,0
"8274","Martinique",2020-02-14,0,0,0,372245,0,0,0,0,0,0
"8275","Martinique",2020-02-15,0,0,0,372245,0,0,0,0,0,0
"8276","Martinique",2020-02-16,0,0,0,372245,0,0,0,0,0,0
"8277","Martinique",2020-02-17,0,0,0,372245,0,0,0,0,0,0
"8278","Martinique",2020-02-18,0,0,0,372245,0,0,0,0,0,0
"8279","Martinique",2020-02-19,0,0,0,372245,0,0,0,0,0,0
"8280","Martinique",2020-02-20,0,0,0,372245,0,0,0,0,0,0
"8281","Martinique",2020-02-21,0,0,0,372245,0,0,0,0,0,0
"8282","Martinique",2020-02-22,0,0,0,372245,0,0,0,0,0,0
"8283","Martinique",2020-02-23,0,0,0,372245,0,0,0,0,0,0
"8284","Martinique",2020-02-24,0,0,0,372245,0,0,0,0,0,0
"8285","Martinique",2020-02-25,0,0,0,372245,0,0,0,0,0,0
"8286","Martinique",2020-02-26,0,0,0,372245,0,0,0,0,0,0
"8287","Martinique",2020-02-27,0,0,0,372245,0,0,0,0,0,0
"8288","Martinique",2020-02-28,0,0,0,372245,0,0,0,0,0,0
"8289","Martinique",2020-02-29,0,0,0,372245,0,0,0,0,0,0
"8290","Martinique",2020-03-01,0,0,0,372245,0,0,0,0,0,0
"8291","Martinique",2020-03-02,0,0,0,372245,0,0,0,0,0,0
"8292","Martinique",2020-03-03,0,0,0,372245,0,0,0,0,0,0
"8293","Martinique",2020-03-04,0,0,0,372245,0,0,0,1,0,0
"8294","Martinique",2020-03-05,0,0,0,372245,1,0,0,1,0,0
"8295","Martinique",2020-03-06,0,0,0,372245,1,0,0,1,0,0
"8296","Mauritania",2020-01-22,0,0,0,4383849,NA,NA,NA,NA,NA,NA
"8297","Mauritania",2020-01-23,0,0,0,4383849,NA,NA,NA,NA,NA,NA
"8298","Mauritania",2020-01-24,0,0,0,4383849,NA,NA,NA,NA,NA,NA
"8299","Mauritania",2020-01-25,0,0,0,4383849,0,0,0,0,0,0
"8300","Mauritania",2020-01-26,0,0,0,4383849,0,0,0,0,0,0
"8301","Mauritania",2020-01-27,0,0,0,4383849,0,0,0,0,0,0
"8302","Mauritania",2020-01-28,0,0,0,4383849,0,0,0,0,0,0
"8303","Mauritania",2020-01-29,0,0,0,4383849,0,0,0,0,0,0
"8304","Mauritania",2020-01-30,0,0,0,4383849,0,0,0,0,0,0
"8305","Mauritania",2020-01-31,0,0,0,4383849,0,0,0,0,0,0
"8306","Mauritania",2020-02-01,0,0,0,4383849,0,0,0,0,0,0
"8307","Mauritania",2020-02-02,0,0,0,4383849,0,0,0,0,0,0
"8308","Mauritania",2020-02-03,0,0,0,4383849,0,0,0,0,0,0
"8309","Mauritania",2020-02-04,0,0,0,4383849,0,0,0,0,0,0
"8310","Mauritania",2020-02-05,0,0,0,4383849,0,0,0,0,0,0
"8311","Mauritania",2020-02-06,0,0,0,4383849,0,0,0,0,0,0
"8312","Mauritania",2020-02-07,0,0,0,4383849,0,0,0,0,0,0
"8313","Mauritania",2020-02-08,0,0,0,4383849,0,0,0,0,0,0
"8314","Mauritania",2020-02-09,0,0,0,4383849,0,0,0,0,0,0
"8315","Mauritania",2020-02-10,0,0,0,4383849,0,0,0,0,0,0
"8316","Mauritania",2020-02-11,0,0,0,4383849,0,0,0,0,0,0
"8317","Mauritania",2020-02-12,0,0,0,4383849,0,0,0,0,0,0
"8318","Mauritania",2020-02-13,0,0,0,4383849,0,0,0,0,0,0
"8319","Mauritania",2020-02-14,0,0,0,4383849,0,0,0,0,0,0
"8320","Mauritania",2020-02-15,0,0,0,4383849,0,0,0,0,0,0
"8321","Mauritania",2020-02-16,0,0,0,4383849,0,0,0,0,0,0
"8322","Mauritania",2020-02-17,0,0,0,4383849,0,0,0,0,0,0
"8323","Mauritania",2020-02-18,0,0,0,4383849,0,0,0,0,0,0
"8324","Mauritania",2020-02-19,0,0,0,4383849,0,0,0,0,0,0
"8325","Mauritania",2020-02-20,0,0,0,4383849,0,0,0,0,0,0
"8326","Mauritania",2020-02-21,0,0,0,4383849,0,0,0,0,0,0
"8327","Mauritania",2020-02-22,0,0,0,4383849,0,0,0,0,0,0
"8328","Mauritania",2020-02-23,0,0,0,4383849,0,0,0,0,0,0
"8329","Mauritania",2020-02-24,0,0,0,4383849,0,0,0,0,0,0
"8330","Mauritania",2020-02-25,0,0,0,4383849,0,0,0,0,0,0
"8331","Mauritania",2020-02-26,0,0,0,4383849,0,0,0,0,0,0
"8332","Mauritania",2020-02-27,0,0,0,4383849,0,0,0,0,0,0
"8333","Mauritania",2020-02-28,0,0,0,4383849,0,0,0,0,0,0
"8334","Mauritania",2020-02-29,0,0,0,4383849,0,0,0,0,0,0
"8335","Mauritania",2020-03-01,0,0,0,4383849,0,0,0,0,0,0
"8336","Mauritania",2020-03-02,0,0,0,4383849,0,0,0,0,0,0
"8337","Mauritania",2020-03-03,0,0,0,4383849,0,0,0,0,0,0
"8338","Mauritania",2020-03-04,0,0,0,4383849,0,0,0,0,0,0
"8339","Mauritania",2020-03-05,0,0,0,4383849,0,0,0,0,0,0
"8340","Mauritania",2020-03-06,0,0,0,4383849,0,0,0,0,0,0
"8341","Mauritania",2020-03-07,0,0,0,4383849,0,0,0,0,0,0
"8342","Mauritania",2020-03-08,0,0,0,4383849,0,0,0,0,0,0
"8343","Mauritania",2020-03-09,0,0,0,4383849,0,0,0,0,0,0
"8344","Mauritania",2020-03-10,0,0,0,4383849,0,0,0,0,0,0
"8345","Mauritania",2020-03-11,0,0,0,4383849,0,0,0,1,0,0
"8346","Mauritania",2020-03-12,0,0,0,4383849,0,0,0,1,0,0
"8347","Mauritania",2020-03-13,0,0,0,4383849,0,0,0,1,0,0
"8348","Mauritius",2020-01-22,0,0,0,1265985,NA,NA,NA,NA,NA,NA
"8349","Mauritius",2020-01-23,0,0,0,1265985,NA,NA,NA,NA,NA,NA
"8350","Mauritius",2020-01-24,0,0,0,1265985,NA,NA,NA,NA,NA,NA
"8351","Mauritius",2020-01-25,0,0,0,1265985,0,0,0,0,0,0
"8352","Mauritius",2020-01-26,0,0,0,1265985,0,0,0,0,0,0
"8353","Mauritius",2020-01-27,0,0,0,1265985,0,0,0,0,0,0
"8354","Mauritius",2020-01-28,0,0,0,1265985,0,0,0,0,0,0
"8355","Mauritius",2020-01-29,0,0,0,1265985,0,0,0,0,0,0
"8356","Mauritius",2020-01-30,0,0,0,1265985,0,0,0,0,0,0
"8357","Mauritius",2020-01-31,0,0,0,1265985,0,0,0,0,0,0
"8358","Mauritius",2020-02-01,0,0,0,1265985,0,0,0,0,0,0
"8359","Mauritius",2020-02-02,0,0,0,1265985,0,0,0,0,0,0
"8360","Mauritius",2020-02-03,0,0,0,1265985,0,0,0,0,0,0
"8361","Mauritius",2020-02-04,0,0,0,1265985,0,0,0,0,0,0
"8362","Mauritius",2020-02-05,0,0,0,1265985,0,0,0,0,0,0
"8363","Mauritius",2020-02-06,0,0,0,1265985,0,0,0,0,0,0
"8364","Mauritius",2020-02-07,0,0,0,1265985,0,0,0,0,0,0
"8365","Mauritius",2020-02-08,0,0,0,1265985,0,0,0,0,0,0
"8366","Mauritius",2020-02-09,0,0,0,1265985,0,0,0,0,0,0
"8367","Mauritius",2020-02-10,0,0,0,1265985,0,0,0,0,0,0
"8368","Mauritius",2020-02-11,0,0,0,1265985,0,0,0,0,0,0
"8369","Mauritius",2020-02-12,0,0,0,1265985,0,0,0,0,0,0
"8370","Mauritius",2020-02-13,0,0,0,1265985,0,0,0,0,0,0
"8371","Mauritius",2020-02-14,0,0,0,1265985,0,0,0,0,0,0
"8372","Mauritius",2020-02-15,0,0,0,1265985,0,0,0,0,0,0
"8373","Mauritius",2020-02-16,0,0,0,1265985,0,0,0,0,0,0
"8374","Mauritius",2020-02-17,0,0,0,1265985,0,0,0,0,0,0
"8375","Mauritius",2020-02-18,0,0,0,1265985,0,0,0,0,0,0
"8376","Mauritius",2020-02-19,0,0,0,1265985,0,0,0,0,0,0
"8377","Mauritius",2020-02-20,0,0,0,1265985,0,0,0,0,0,0
"8378","Mauritius",2020-02-21,0,0,0,1265985,0,0,0,0,0,0
"8379","Mauritius",2020-02-22,0,0,0,1265985,0,0,0,0,0,0
"8380","Mauritius",2020-02-23,0,0,0,1265985,0,0,0,0,0,0
"8381","Mauritius",2020-02-24,0,0,0,1265985,0,0,0,0,0,0
"8382","Mauritius",2020-02-25,0,0,0,1265985,0,0,0,0,0,0
"8383","Mauritius",2020-02-26,0,0,0,1265985,0,0,0,0,0,0
"8384","Mauritius",2020-02-27,0,0,0,1265985,0,0,0,0,0,0
"8385","Mauritius",2020-02-28,0,0,0,1265985,0,0,0,0,0,0
"8386","Mauritius",2020-02-29,0,0,0,1265985,0,0,0,0,0,0
"8387","Mauritius",2020-03-01,0,0,0,1265985,0,0,0,0,0,0
"8388","Mauritius",2020-03-02,0,0,0,1265985,0,0,0,0,0,0
"8389","Mauritius",2020-03-03,0,0,0,1265985,0,0,0,0,0,0
"8390","Mauritius",2020-03-04,0,0,0,1265985,0,0,0,0,0,0
"8391","Mauritius",2020-03-05,0,0,0,1265985,0,0,0,0,0,0
"8392","Mauritius",2020-03-06,0,0,0,1265985,0,0,0,0,0,0
